64,4,1443,2014.7251806259155
64,8,1338,189.28909158706665
64,16,1356,9.436811208724976
64,32,1088,8.761118412017822
128,4,1354,3776.141633749008
128,8,1369,330.237886428833
128,16,1319,14.25664734840393
128,32,1291,12.830288171768188
256,4,1230,6387.670454263687
256,8,1229,756.6008577346802
256,16,1219,24.522129774093628
256,32,1209,23.98682165145874
