64,4,151,309.78184151649475
64,8,178,13.491446733474731
64,16,152,3.7376911640167236
64,32,105,3.646437883377075
128,4,117,491.77762937545776
128,8,114,27.35204839706421
128,16,124,4.939595460891724
128,32,114,4.6323771476745605
256,4,137,784.8972365856171
256,8,129,73.97637057304382
256,16,128,8.062581777572632
256,32,142,8.29715871810913
